id,name,team,age,height,games,points,rebounds,assists
11461,Troy Brown Jr.,CHI,21,198.12,34,4.7,3.1,0.9
11462,Ty Jerome,OKC,23,195.58,33,10.7,2.8,3.6
11463,Ty-Shon Alexander,PHX,22,190.5,15,0.6,0.7,0.4
11464,Tyler Bey,DAL,23,200.66,18,1,1.1,0.2
11465,Otto Porter Jr.,ORL,28,203.2,28,9.7,5.4,2
11466,P.J. Tucker,MIL,36,195.58,52,3.7,3.9,1.2
11467,P.J. Washington,CHA,22,200.66,64,12.9,6.5,2.5
11468,Zeke Nnaji,DEN,20,205.74,42,3.2,1.5,0.2
11469,Zach LaVine,CHI,26,195.58,58,27.4,5,4.9
11470,Yuta Watanabe,TOR,26,205.74,50,4.4,3.2,0.8
11471,Yogi Ferrell,LAC,28,182.88,10,5.6,1.9,2.2
11472,Xavier Tillman,MEM,22,203.2,59,6.6,4.3,1.3
11473,Willy Hernangomez,NOP,27,210.82,47,7.8,7.1,1.1
11474,Willie Cauley-Stein,DAL,27,213.36,53,5.3,4.5,0.7
11475,Will Magnay,NOP,23,208.28,1,0,0,0
11476,Will Barton,DEN,30,198.12,56,12.7,4,3.2
11477,Wesley Matthews,LAL,34,193.04,58,4.8,1.6,0.9
11478,Wes Iwundu,NOP,26,198.12,41,2.4,2.2,0.4
11479,Taj Gibson,NYK,36,205.74,45,5.4,5.6,0.8
11480,Wenyen Gabriel,NOP,24,205.74,21,3.4,2.6,0.5
11481,Wayne Ellington,DET,33,193.04,46,9.6,1.8,1.5
11482,Vlatko Cancar,DEN,24,203.2,41,2.1,1.2,0.3
11483,Vincent Poirier,PHI,27,213.36,10,0.8,1.4,0.2
11484,Victor Oladipo,MIA,29,193.04,33,19.8,4.8,4.6
11485,Vernon Carey Jr.,CHA,20,205.74,19,2.4,1.4,0.1
11486,Udonis Haslem,MIA,41,203.2,1,4,1,0
11487,Udoka Azubuike,UTA,21,208.28,15,1.1,0.9,0
11488,Tyus Jones,MEM,25,182.88,70,6.3,2,3.7
11489,Tyrese Maxey,PHI,20,187.96,61,8,1.7,2
11490,Tyrese Haliburton,SAC,21,195.58,58,13,3,5.3
11491,Tyrell Terry,DAL,20,187.96,11,1,0.5,0.5
11492,Tyler Johnson,BKN,29,190.5,39,5.4,2,1.2
11493,Tyler Herro,MIA,21,195.58,54,15.1,5,3.4
11494,Tyler Cook,DET,23,203.2,32,4.9,3,0.5
11495,Jordan McLaughlin,MIN,25,180.34,51,5,2.1,3.8
11496,Tacko Fall,BOS,25,226.06,19,2.5,2.7,0.2
11497,T.J. Warren,IND,27,203.2,4,15.5,3.5,1.3
11498,T.J. McConnell,IND,29,185.42,69,8.6,3.7,6.6
11499,Robert Williams III,BOS,23,203.2,52,8,6.9,1.8
11500,Robert Franks,ORL,24,200.66,7,6.1,2,0.7
11501,Robert Covington,POR,30,200.66,70,8.5,6.7,1.7
11502,Ricky Rubio,MIN,30,190.5,68,8.6,3.3,6.4
11503,Richaun Holmes,SAC,27,208.28,61,14.2,8.3,1.7
11504,Reggie Perry,BKN,21,203.2,26,3,2.8,0.5
11505,Reggie Jackson,LAC,31,187.96,67,10.7,2.9,3.1
11506,Reggie Bullock,NYK,30,198.12,65,10.9,3.4,1.5
11507,Rayjon Tucker,PHI,23,190.5,14,2.4,0.8,0.4
11508,Ray Spalding,HOU,24,205.74,2,2,2,0
11509,Raul Neto,WAS,29,185.42,64,8.7,2.4,2.3
11510,Rajon Rondo,LAC,35,185.42,45,5.4,2.4,4.4
11511,RJ Barrett,NYK,21,198.12,72,17.6,5.8,3
11512,R.J. Hampton,ORL,20,193.04,51,6.9,3.5,1.7
11513,Robert Woodard II,SAC,21,198.12,13,1.5,1.2,0.2
11514,Quinndary Weatherspoon,SAS,24,190.5,20,2.3,0.6,0.4
11515,Precious Achiuwa,MIA,21,203.2,61,5,3.4,0.5
11516,Payton Pritchard,BOS,23,185.42,66,7.7,2.4,1.8
11517,Paul Watson,TOR,26,198.12,27,4.1,1.7,0.6
11518,Paul Reed,PHI,22,205.74,26,3.4,2.3,0.5
11519,Paul Millsap,DEN,36,200.66,56,9,4.7,1.8
11520,Paul George,LAC,31,203.2,54,23.3,6.6,5.2
11521,Patty Mills,SAS,32,185.42,68,10.8,1.7,2.4
11522,Patrick Williams,CHI,19,200.66,71,9.2,4.6,1.4
11523,Patrick Patterson,LAC,32,203.2,38,5.2,2,0.8
11524,Patrick McCaw,TOR,25,200.66,5,1,0.6,0.8
11525,Patrick Beverley,LAC,32,185.42,37,7.5,3.2,2.1
11526,Pat Connaughton,MIL,28,195.58,69,6.8,4.8,1.2
11527,Pascal Siakam,TOR,27,205.74,56,21.4,7.2,4.5
11528,PJ Dozier,DEN,24,198.12,50,7.7,3.6,1.8
11529,Quinn Cook,CLE,28,185.42,23,3.3,0.7,0.8
11530,Oshae Brissett,IND,23,200.66,21,10.9,5.5,0.9
11531,Robin Lopez,WAS,33,213.36,71,9,3.8,0.8
11532,Rodney Hood,TOR,28,203.2,55,4.5,1.9,1
11533,T.J. Leaf,POR,24,208.28,7,1.7,0.7,0.1
11534,Svi Mykhailiuk,OKC,24,200.66,66,8.5,2.5,1.7
11535,Steven Adams,NOP,27,210.82,58,7.6,8.9,1.9
11536,Sterling Brown,HOU,26,195.58,51,8.2,4.4,1.4
11537,Stephen Curry,GSW,33,190.5,63,32,5.5,5.8
11538,Stanley Johnson,TOR,25,198.12,61,4.4,2.5,1.5
11539,Spencer Dinwiddie,BKN,28,195.58,3,6.7,4.3,3
11540,Solomon Hill,ATL,30,198.12,71,4.5,3,1.1
11541,Skylar Mays,ATL,23,193.04,33,3.8,1.1,0.9
11542,Sindarius Thornwell,ORL,26,193.04,21,2,0.9,1
11543,Shaquille Harrison,DEN,27,200.66,34,2.1,1.4,0.7
11544,Shake Milton,PHI,24,195.58,63,13,2.3,3.1
11545,Shai Gilgeous-Alexander,OKC,22,198.12,35,23.7,4.7,5.9
11546,Seth Curry,PHI,30,187.96,57,12.5,2.4,2.7
11547,Rodions Kurucs,MIL,23,205.74,21,1.5,1.1,0.5
11548,Serge Ibaka,LAC,31,208.28,41,11.1,6.7,1.8
11549,Sekou Doumbouya,DET,20,203.2,56,5.1,2.6,0.8
11550,Sean McDermott,MEM,24,198.12,18,2.2,1.1,0.2
11551,Sam Merrill,MIL,25,193.04,30,3,1,0.7
11552,Saddiq Bey,DET,22,200.66,70,12.2,4.5,1.4
11553,Saben Lee,DET,22,187.96,48,5.6,2,3.6
11554,Ryan Arcidiacono,CHI,27,190.5,44,3.1,1.5,1.3
11555,Russell Westbrook,WAS,32,190.5,65,22.2,11.5,11.7
11556,Rui Hachimura,WAS,23,203.2,57,13.8,5.5,1.4
11557,Rudy Gobert,UTA,29,215.9,71,14.3,13.5,1.3
11558,Rudy Gay,SAS,34,203.2,63,11.4,4.8,1.4
11559,Royce O'Neale,UTA,28,193.04,71,7,6.8,2.5
11560,Rondae Hollis-Jefferson,POR,26,198.12,11,2.5,2.4,1.2
11561,Romeo Langford,BOS,21,193.04,18,3.1,1.9,0.7
11562,Rodney McGruder,DET,29,193.04,16,5.7,1.4,1
11563,Semi Ojeleye,BOS,26,198.12,56,4.6,2.6,0.7
11564,Onyeka Okongwu,ATL,20,203.2,50,4.6,3.3,0.4
11565,Wendell Carter Jr.,ORL,22,208.28,54,11.2,8.2,1.9
11566,OG Anunoby,TOR,23,200.66,43,15.9,5.5,2.2
11567,Kenyon Martin Jr.,HOU,20,198.12,45,9.3,5.4,1.1
11568,Kevin Durant,BKN,32,208.28,35,26.9,7.1,5.6
11569,Kevin Huerter,ATL,22,200.66,69,11.9,3.3,3.5
11570,Kevin Knox II,NYK,21,200.66,42,3.9,1.5,0.5
11571,Kevin Love,CLE,32,203.2,25,12.2,7.4,2.5
11572,Kevin Porter Jr.,HOU,21,193.04,26,16.6,3.8,6.3
11573,Kevon Looney,GSW,25,205.74,61,4.1,5.3,2
11574,Khem Birch,TOR,28,205.74,67,7.2,5.8,1.3
11575,Khris Middleton,MIL,29,200.66,68,20.4,6,5.4
11576,Khyri Thomas,HOU,25,190.5,5,16.4,3.6,5
11577,Killian Hayes,DET,19,195.58,26,6.8,2.7,5.3
11578,Killian Tillie,MEM,23,205.74,18,3.2,1.3,0.4
11579,Kira Lewis Jr.,NOP,20,185.42,54,6.4,1.3,2.3
11580,Kostas Antetokounmpo,LAL,23,208.28,15,0.8,1.3,0.1
11581,Kentavious Caldwell-Pope,LAL,28,195.58,67,9.7,2.7,1.9
11582,Obi Toppin,NYK,23,205.74,62,4.1,2.2,0.5
11583,Kyle Anderson,MEM,27,205.74,69,12.4,5.7,3.6
11584,Kyle Guy,SAC,23,185.42,31,2.8,1.1,1
11585,Kyle Kuzma,LAL,25,208.28,68,12.9,6.1,1.9
11586,Kyle Lowry,TOR,35,182.88,46,17.2,5.4,7.3
11587,Kyrie Irving,BKN,29,187.96,54,26.9,4.8,6
11588,LaMarcus Aldridge,BKN,35,210.82,26,13.5,4.5,1.9
11589,LaMelo Ball,CHA,19,198.12,51,15.7,5.9,6.1
11590,Lamar Stevens,CLE,23,198.12,40,4.1,2.4,0.6
11591,Landry Shamet,BKN,24,193.04,61,9.3,1.8,1.6
11592,Langston Galloway,PHX,29,185.42,40,4.8,1.1,0.7
11593,Larry Nance Jr.,CLE,28,200.66,35,9.3,6.7,3.1
11594,Lauri Markkanen,CHI,24,213.36,51,13.6,5.3,0.9
11595,LeBron James,LAL,36,205.74,45,25,7.7,7.8
11596,Lonnie Walker IV,SAS,22,193.04,60,11.2,2.6,1.7
11597,Kristaps Porzingis,DAL,25,220.98,43,20.1,8.9,1.6
11598,Lonzo Ball,NOP,23,198.12,55,14.6,4.8,5.7
11599,Kent Bazemore,GSW,31,193.04,67,7.2,3.4,1.6
11600,Kendrick Nunn,MIA,25,187.96,56,14.6,3.2,2.6
11601,Jordan Poole,GSW,22,193.04,51,12,1.8,1.9
11602,Josh Green,DAL,20,195.58,39,2.6,2,0.7
11603,Josh Hall,OKC,20,205.74,21,4.1,2.8,1.3
11604,Josh Hart,NOP,26,195.58,47,9.2,8,2.3
11605,Josh Jackson,DET,24,203.2,62,13.4,4.1,2.3
11606,Josh Okogie,MIN,22,193.04,59,5.4,2.6,1.1
11607,Josh Richardson,DAL,27,195.58,59,12.1,3.3,2.6
11608,Jrue Holiday,MIL,31,190.5,59,17.7,4.5,6.1
11609,Juan Toscano-Anderson,GSW,28,198.12,53,5.7,4.4,2.8
11610,Juancho Hernangomez,MIN,25,205.74,52,7.2,3.9,0.7
11611,Julius Randle,NYK,26,203.2,71,24.1,10.2,6
11612,Justin Holiday,IND,32,198.12,72,10.5,3.6,1.7
11613,Justin Jackson,MIL,26,203.2,34,7.2,2.3,1.5
11614,Justin James,SAC,24,200.66,36,3.9,0.8,0.6
11615,Kenrich Williams,OKC,26,198.12,66,8,4.1,2.3
11616,Justin Patton,HOU,24,210.82,13,5.4,3.8,1.1
11617,Justise Winslow,MEM,25,198.12,26,6.8,4.5,1.9
11618,Jusuf Nurkic,POR,26,210.82,37,11.5,9,3.4
11619,Juwan Morgan,UTA,24,200.66,29,1.2,1,0.3
11620,KZ Okpala,MIA,22,203.2,37,2.5,1.8,0.5
11621,Karim Mane,ORL,21,190.5,10,1.1,1.4,0.4
11622,Karl-Anthony Towns,MIN,25,210.82,50,24.8,10.6,4.5
11623,Kawhi Leonard,LAC,30,200.66,52,24.8,6.5,5.2
11624,Keita Bates-Diop,SAS,25,203.2,30,2.6,1.6,0.4
11625,Kelan Martin,IND,25,195.58,35,4.5,2.2,0.5
11626,Keldon Johnson,SAS,21,195.58,69,12.8,6,1.8
11627,Keljin Blevins,POR,25,193.04,17,0.7,0.6,0.2
11628,Kelly Olynyk,HOU,30,210.82,70,13.5,7,2.9
11629,Kelly Oubre Jr.,GSW,25,200.66,55,15.4,6,1.3
11630,Kemba Walker,OKC,31,182.88,43,19.3,4,4.9
11631,Justin Robinson,OKC,23,185.42,9,2.3,0.8,1
11632,Lou Williams,ATL,34,185.42,66,11.3,2.1,3.4
11633,Kris Dunn,ATL,27,190.5,4,1.3,1.5,0.5
11634,Luguentz Dort,OKC,22,190.5,52,14,3.6,1.7
11635,Mike Scott,PHI,32,200.66,51,4.2,2.4,0.8
11636,Miles Bridges,CHA,23,198.12,66,12.7,6,2.2
11637,Mitchell Robinson,NYK,23,213.36,31,8.3,8.1,0.5
11638,Miye Oni,UTA,23,195.58,54,1.9,1.6,0.5
11639,Mo Bamba,ORL,23,213.36,46,8,5.8,0.8
11640,Monte Morris,DEN,26,187.96,47,10.2,2,3.2
11641,Montrezl Harrell,LAL,27,200.66,69,13.5,6.2,1.1
11642,Moritz Wagner,ORL,24,210.82,45,6.9,3.2,1.1
11643,Moses Brown,BOS,21,218.44,43,8.6,8.9,0.2
11644,Mychal Mulder,GSW,27,190.5,60,5.6,1,0.4
11645,Myles Turner,IND,25,210.82,47,12.6,6.5,1
11646,Naji Marshall,NOP,23,200.66,32,7.7,4.6,2.8
11647,Nassir Little,POR,21,195.58,48,4.6,2.7,0.5
11648,Nate Darling,CHA,22,198.12,7,1.3,0.1,0.1
11649,Mike Muscala,OKC,29,208.28,35,9.7,3.8,0.8
11650,Nate Hinton,DAL,22,195.58,21,2,0.4,0.4
11651,Naz Reid,MIN,21,205.74,70,11.2,4.6,1
11652,Nemanja Bjelica,MIA,33,208.28,37,6.5,3.4,1.9
11653,Nerlens Noel,NYK,27,210.82,64,5.1,6.4,0.7
11654,Nick Richards,CHA,23,213.36,18,0.8,0.6,0.1
11655,Nickeil Alexander-Walker,NOP,22,198.12,46,11,3.1,2.2
11656,Nico Mannion,GSW,20,187.96,30,4.1,1.5,2.3
11657,Nicolas Batum,LAC,32,203.2,67,8.1,4.7,2.2
11658,Nicolas Claxton,BKN,22,210.82,32,6.6,5.2,0.9
11659,Nicolo Melli,DAL,30,205.74,45,3,2.7,1
11660,Nikola Jokic,DEN,26,210.82,72,26.4,10.8,8.3
11661,Nikola Vucevic,CHI,30,210.82,70,23.4,11.7,3.8
11662,Noah Vonleh,BKN,25,208.28,4,0,0.3,0.3
11663,Norman Powell,POR,28,190.5,69,18.6,3.1,1.9
11664,Norvel Pelle,NYK,28,208.28,13,1.5,1.5,0.2
11665,Louis King,SAC,22,200.66,6,7.3,3,1.5
11666,Mike James,BKN,30,185.42,13,7.7,2.5,4.2
11667,Nathan Knight,ATL,23,208.28,33,3.8,2.2,0.2
11668,Mikal Bridges,PHX,24,198.12,72,13.5,4.3,2.1
11669,Mike Conley,UTA,33,185.42,51,16.2,3.5,6
11670,Luka Doncic,DAL,22,200.66,66,27.7,8,8.6
11671,Luka Samanic,SAS,21,208.28,33,3.7,2.1,0.5
11672,Luke Kennard,LAC,25,195.58,63,8.3,2.6,1.7
11673,Luke Kornet,BOS,25,218.44,31,3.4,2.2,0.8
11674,Malachi Flynn,TOR,23,185.42,47,7.5,2.5,2.9
11675,Malcolm Brogdon,IND,28,195.58,56,21.2,5.3,5.9
11676,Malik Fitts,LAC,23,203.2,3,1,1,0
11677,Malik Monk,CHA,23,190.5,42,11.7,2.4,2.1
11678,Mamadi Diakite,MIL,24,205.74,14,3.1,2.4,0.6
11679,Marc Gasol,LAL,36,210.82,52,5,4.1,2.1
11680,Marcus Morris Sr.,LAC,31,203.2,57,13.4,4.1,1
11681,Markelle Fultz,ORL,23,190.5,8,12.9,3.1,5.4
11682,Markieff Morris,LAL,31,205.74,61,6.7,4.4,1.2
11683,Markus Howard,DEN,22,177.8,37,2.8,0.6,0.5
11684,Malik Beasley,MIN,24,193.04,37,19.6,4.4,2.4
11685,Marquese Chriss,GSW,23,205.74,2,6.5,6.5,1
11686,Michael Porter Jr.,DEN,23,208.28,61,19,7.3,1.1
11687,Marques Bolden,CLE,23,208.28,6,1.2,1,0
11688,Michael Carter-Williams,ORL,29,195.58,31,8.8,4.5,4.2
11689,Mfiondu Kabengele,CLE,23,205.74,39,2.4,1.5,0.4
11690,Meyers Leonard,MIA,29,213.36,3,3.3,2.3,0.7
11691,Max Strus,MIA,25,195.58,39,6.1,1.1,0.6
11692,Maurice Harkless,SAC,28,200.66,37,5.2,2.4,1.2
11693,Maxi Kleber,DAL,29,208.28,50,7.1,5.2,1.4
11694,Matthew Dellavedova,CLE,30,190.5,13,2.8,1.8,4.5
11695,Matt Thomas,UTA,26,193.04,45,3.1,1,0.4
11696,Matisse Thybulle,PHI,24,195.58,65,3.9,1.9,1
11697,Mason Plumlee,DET,31,210.82,56,10.4,9.3,3.6
11698,Mason Jones,PHI,22,193.04,32,5.3,1.7,1.3
11699,Marvin Bagley III,SAC,22,210.82,43,14.1,7.4,1
11700,Usman Garuba,HOU,20,203.2,24,2,3.5,0.7
11701,Vlatko Cancar,DEN,25,203.2,15,4.1,2.1,1.1
11702,Vit Krejci,OKC,22,203.2,30,6.2,3.4,1.9
11703,Victor Oladipo,MIA,30,193.04,8,12.4,2.9,3.5
11704,Vernon Carey Jr.,WAS,21,205.74,7,2.9,1.7,0
11705,Wayne Ellington,LAL,34,193.04,43,6.7,1.8,0.7
11706,Udonis Haslem,MIA,42,203.2,13,2.5,1.9,0.3
11707,Tyler Johnson,SAS,30,190.5,6,2.8,2,1.2
11708,Tyus Jones,MEM,26,182.88,73,8.7,2.4,4.4
11709,Tyrone Wallace,NOP,28,195.58,6,2.8,1.3,0.2
11710,Tyrese Maxey,PHI,21,187.96,75,17.5,3.2,4.3
11711,Tyrese Haliburton,IND,22,195.58,77,15.3,4,8.2
11712,Tyrell Terry,MEM,21,187.96,2,1,0,0
11713,Tyler Herro,MIA,22,195.58,66,20.7,5,4
11714,Wayne Selden,NYK,27,193.04,3,1.7,0.3,0.3
11715,Udoka Azubuike,UTA,22,213.36,17,4.7,4.2,0
11716,Wendell Carter Jr.,ORL,23,208.28,62,15,10.5,2.8
11717,Ziaire Williams,MEM,20,205.74,62,8.1,2.1,1
11718,Wes Iwundu,ATL,27,198.12,3,7.3,4.3,0
11719,Tyler Hall,NYK,25,195.58,1,0,0,0
11720,Zylan Cheatham,UTA,26,195.58,1,0,0,0
11721,Zeke Nnaji,DEN,21,205.74,41,6.6,3.6,0.4
11722,Zavier Simpson,OKC,25,182.88,4,11,5.3,7.5
11723,Zach LaVine,CHI,27,195.58,67,24.4,4.6,4.5
11724,Zach Collins,SAS,24,210.82,28,7.8,5.5,2.2
11725,Yves Pons,MEM,23,195.58,12,1.1,1,0.1
11726,Yuta Watanabe,TOR,27,205.74,38,4.3,2.4,0.6
11727,Xavier Tillman Sr.,MEM,23,203.2,53,4.8,3,1.2
11728,Xavier Sneed,UTA,24,195.58,9,0.6,0.7,0.1
11729,Xavier Moon,LAC,27,187.96,10,5.8,1.4,2.4
11730,Willy Hernangomez,NOP,28,210.82,50,9.1,6.8,1.3
11731,Willie Cauley-Stein,PHI,28,213.36,20,1.7,2,0.5
11732,Will Barton,DEN,31,195.58,71,14.7,4.8,3.9
11733,Wesley Matthews,MIL,35,193.04,49,5.1,1.9,0.7
11734,Wenyen Gabriel,LAL,25,205.74,26,5.4,3.7,0.5
11735,Tyler Cook,CHI,24,203.2,20,3.4,2.7,0.2
11736,Darius Bazley,OKC,22,203.2,69,10.8,6.3,1.4
11737,Troy Brown Jr.,CHI,22,198.12,66,4.3,3.1,1
11738,Evan Fournier,NYK,29,198.12,80,14.1,2.6,2.1
11739,Evan Mobley,CLE,21,210.82,69,15,8.3,2.5
11740,Facundo Campazzo,DEN,31,177.8,65,5.1,1.8,3.4
11741,Feron Hunt,NYK,22,203.2,2,0,0.5,0.5
11742,Frank Jackson,DET,24,190.5,53,10.6,1.6,1
11743,Frank Kaminsky,PHX,29,213.36,9,10.6,4.6,1.4
11744,Frank Ntilikina,DAL,23,193.04,58,4.1,1.4,1.2
11745,Franz Wagner,ORL,20,208.28,79,15.2,4.5,2.9
11746,Fred VanVleet,TOR,28,185.42,65,20.3,4.4,6.7
11747,Freddie Gillespie,ORL,25,205.74,9,2.3,4,0.6
11748,Furkan Korkmaz,PHI,24,200.66,67,7.6,2.6,1.9
11749,Gabe Vincent,MIA,26,190.5,68,8.7,1.9,3.1
11750,Gabe York,IND,28,190.5,2,4,1,2
11751,Gabriel Deck,OKC,27,198.12,7,2.6,0.9,0.7
11752,Gabriel Lundberg,PHX,27,193.04,4,3.3,1.8,2.8
11753,Garrett Temple,NOP,36,195.58,59,5.2,2.4,1.3
11754,Garrison Mathews,HOU,25,195.58,65,10,2.9,1
11755,Gorgui Dieng,ATL,32,208.28,44,3.5,2.8,0.8
11756,Gordon Hayward,CHA,32,200.66,49,15.9,4.6,3.6
11757,Ty Jerome,OKC,24,195.58,48,7.1,1.6,2.3
11758,Goran Dragic,BKN,36,190.5,21,7.5,3.1,4.1
11759,Goga Bitadze,IND,22,213.36,50,7,3.5,1.1
11760,Giannis Antetokounmpo,MIL,27,210.82,67,29.9,11.6,5.8
11761,Eugene Omoruyi,DAL,25,198.12,4,1.8,1.8,0.5
11762,Georgios Kalaitzakis,OKC,23,200.66,13,6.6,1.6,0.9
11763,George King,DAL,28,198.12,4,0.3,1.3,0
11764,George Hill,MIL,36,193.04,54,6.2,2.9,2.2
11765,Gary Trent Jr.,TOR,23,195.58,70,18.3,2.7,2
11766,Gary Payton II,GSW,29,190.5,71,7.1,3.5,0.9
11767,Gary Harris,ORL,27,193.04,61,11.1,2,1.8
11768,Gary Clark,NOP,27,198.12,38,2.7,2.4,0.5
11769,Georges Niang,PHI,29,200.66,76,9.2,2.7,1.3
11770,Eric Paschall,UTA,25,198.12,58,5.8,1.8,0.6
11771,Eric Gordon,HOU,33,190.5,57,13.4,2,2.7
11772,Eric Bledsoe,POR,32,185.42,54,9.9,3.4,4.2
11773,Dillon Brooks,MEM,26,200.66,32,18.4,3.2,2.8
11774,Didi Louzada,POR,22,195.58,9,3.9,1.9,0.6
11775,Dewayne Dedmon,MIA,32,213.36,67,6.3,5.8,0.7
11776,Devonte' Graham,NOP,27,185.42,76,11.9,2.3,4.2
11777,Devontae Cacok,SAS,25,200.66,15,3.1,2.8,0.4
11778,Devon Dotson,CHI,22,185.42,11,2.6,0.8,1.4
11779,Domantas Sabonis,SAC,26,210.82,62,18.9,12.1,5.2
11780,Devin Vassell,SAS,21,195.58,71,12.3,4.3,1.9
11781,Devin Booker,PHX,25,195.58,68,26.8,5,4.8
11782,Desmond Bane,MEM,24,195.58,76,18.2,4.4,2.7
11783,Derrick White,BOS,27,193.04,75,13.2,3.5,4.9
11784,Derrick Walton Jr.,DET,27,182.88,3,6.3,3.3,7
11785,Derrick Rose,NYK,33,187.96,26,12,3,4
11786,Derrick Jones Jr.,CHI,25,198.12,51,5.6,3.3,0.6
11787,Devin Cannady,ORL,26,187.96,5,10,1.2,2
11788,Grant Williams,BOS,23,198.12,77,7.8,3.6,1
11789,Donovan Mitchell,UTA,25,185.42,67,25.9,4.2,5.3
11790,Dorian Finney-Smith,DAL,29,200.66,80,11,4.7,1.9
11791,Enes Freedom,BOS,30,208.28,35,3.7,4.6,0.2
11792,Emmanuel Mudiay,SAC,26,190.5,2,1.5,0,2
11793,Emanuel Terry,PHX,25,205.74,3,0,5,0.7
11794,Elijah Hughes,POR,24,195.58,36,3.5,1.6,0.6
11795,Elfrid Payton,PHX,28,190.5,50,3,1.8,2
11796,Ed Davis,CLE,33,205.74,31,0.9,2.1,0.2
11797,Donte DiVincenzo,SAC,25,193.04,42,9,4,2.8
11798,Dylan Windler,CLE,25,198.12,50,2.2,1.8,0.7
11799,Dwight Howard,LAL,36,208.28,60,6.2,5.9,0.6
11800,Duncan Robinson,MIA,28,200.66,79,10.9,2.6,1.6
11801,Duane Washington Jr.,IND,22,190.5,48,9.9,1.7,1.8
11802,Drew Eubanks,POR,25,205.74,71,7.7,5.4,1.2
11803,Draymond Green,GSW,32,198.12,46,7.5,7.3,7
11804,Doug McDermott,SAS,30,200.66,51,11.3,2.3,1.3
11805,Dwight Powell,DAL,30,208.28,82,8.7,4.9,1.2
11806,Derrick Favors,OKC,30,205.74,39,5.3,4.7,0.6
11807,Grayson Allen,MIL,26,193.04,66,11.1,3.4,1.5
11808,Greg Monroe,MIN,32,208.28,14,5.4,4.6,1.6
11809,Jalen Green,HOU,20,193.04,67,17.3,3.4,2.6
11810,Jalen Johnson,ATL,20,203.2,22,2.4,1.2,0.1
11811,Jalen McDaniels,CHA,24,205.74,55,6.2,3.1,1.1
11812,Jalen Smith,IND,22,208.28,51,9.2,6,0.5
11813,Jalen Suggs,ORL,21,195.58,48,11.8,3.6,4.4
11814,James Bouknight,CHA,21,193.04,31,4.6,1.7,0.8
11815,James Ennis III,DEN,31,198.12,7,4.1,1.7,0.4
11816,James Harden,PHI,32,195.58,65,22,7.7,10.3
11817,James Johnson,BKN,35,200.66,62,5.5,3.5,2.1
11818,Jamorko Pickett,DET,24,205.74,13,3.8,2.5,0.5
11819,Jared Butler,UTA,21,190.5,42,3.8,1.1,1.5
11820,Jared Harper,NOP,24,177.8,5,7.4,0.4,2.8
11821,Jaren Jackson Jr.,MEM,22,210.82,78,16.3,5.8,1.1
11822,Jarred Vanderbilt,MIN,23,205.74,74,6.9,8.4,1.3
11823,Jarrett Allen,CLE,24,208.28,56,16.1,10.8,1.6
11824,Jarrett Culver,MEM,23,198.12,37,3.5,1.3,0.9
11825,Jarron Cumberland,POR,24,195.58,3,0.7,1,0.3
11826,Jeff Green,DEN,35,203.2,75,10.3,3.1,1.3
11827,Jeff Dowtin,ORL,25,190.5,9,2.1,2,1.1
11828,Jayson Tatum,BOS,24,203.2,76,26.9,8,4.4
11829,Jaysean Paige,DET,27,187.96,1,0,1,1
11830,Jaylen Nowell,MIN,22,193.04,62,8.5,2,2.1
11831,Jaylen Morris,SAS,26,195.58,3,0.7,0.7,0.7
11832,Jalen Brunson,DAL,25,185.42,79,16.3,3.9,4.8
11833,Jaylen Hoard,OKC,23,203.2,7,14.7,12,2.4
11834,Jay Scrubb,LAC,21,195.58,18,2.7,0.9,0.4
11835,Jay Huff,LAL,24,215.9,4,0,1,0.3
11836,Jaxson Hayes,NOP,22,210.82,70,9.3,4.5,0.6
11837,Javonte Smart,MIA,23,193.04,17,3,1.4,0.9
11838,Javonte Green,CHI,28,195.58,65,7.2,4.2,0.9
11839,Javin DeLaurier,MIL,24,208.28,1,0,1,0
11840,Jaylen Brown,BOS,25,198.12,66,23.6,6.1,3.5
11841,Jakob Poeltl,SAS,26,215.9,68,13.5,9.3,2.8
11842,Jake Layman,MIN,28,203.2,34,2.4,1.1,0.3
11843,Jaime Echenique,WAS,25,208.28,1,0,0,0
11844,Isaiah Livers,DET,23,198.12,19,6.4,3,1.1
11845,Isaiah Joe,PHI,22,193.04,55,3.6,1,0.6
11846,Isaiah Jackson,IND,20,208.28,36,8.3,4.1,0.3
11847,Isaiah Hartenstein,LAC,24,213.36,68,8.3,4.9,2.4
11848,Isaac Okoro,CLE,21,195.58,67,8.8,3,1.8
11849,Isaac Bonga,TOR,22,203.2,15,0.8,0.5,0.3
11850,Isaiah Roby,OKC,24,203.2,45,10.1,4.8,1.6
11851,Immanuel Quickley,NYK,23,190.5,78,11.3,3.2,3.5
11852,Herbert Jones,NOP,23,200.66,78,9.5,3.8,2.1
11853,Haywood Highsmith,MIA,25,193.04,19,2.3,1.4,0.3
11854,Hassani Gravett,ORL,25,187.96,8,6.3,2.6,2.5
11855,Hassan Whiteside,UTA,33,213.36,65,8.2,7.6,0.4
11856,Harrison Barnes,SAC,30,203.2,77,16.4,5.6,2.4
11857,Hamidou Diallo,DET,23,195.58,58,11,4.8,1.3
11858,Ignas Brazdeikis,ORL,23,198.12,42,5,1.7,0.9
11859,Greg Brown III,POR,20,200.66,48,4.7,2.8,0.7
